Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Business,Female,29,Business travel,1559,5,0,0,satisfied
disloyal Customer,Eco,Male,40,Business travel,196,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,32,Business travel,209,3,0,0,satisfied
Loyal Customer,Business,Male,51,Business travel,3504,4,0,7,neutral or dissatisfied
Loyal Customer,Business,Female,26,Business travel,1846,3,0,0,satisfied
disloyal Customer,Business,Female,41,Business travel,467,1,6,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,51,Personal Travel,693,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,33,Personal Travel,882,5,0,6,satisfied
Loyal Customer,Business,Female,39,Business travel,453,5,0,0,satisfied
Loyal Customer,Business,Male,57,Business travel,3815,1,0,5,satisfied
Loyal Customer,Business,Male,45,Business travel,3908,4,15,8,satisfied
Loyal Customer,Eco,Female,20,Personal Travel,1050,4,0,,neutral or dissatisfied
disloyal Customer,Business,Female,27,Business travel,1345,5,0,0,satisfied
Loyal Customer,Eco,Female,57,Personal Travel,670,5,55,62,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,209,3,43,43,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,2078,3,11,16,satisfied
disloyal Customer,Eco,Female,20,Business travel,899,2,107,99,neutral or dissatisfied
Loyal Customer,Eco,Male,12,Personal Travel,323,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,48,Business travel,3633,4,36,28,satisfied
Loyal Customer,Business,Female,53,Business travel,583,4,8,0,satisfied
Loyal Customer,Business,Female,60,Business travel,1751,5,0,5,satisfied
Loyal Customer,Eco,Female,68,Personal Travel,966,4,34,36,neutral or dissatisfied
disloyal Customer,Business,Female,26,Business travel,761,4,7,1,satisfied
Loyal Customer,Eco,Male,54,Business travel,916,2,5,0,satisfied
Loyal Customer,Business,Male,37,Business travel,3856,5,0,0,satisfied
Loyal Customer,Business,Female,59,Business travel,1620,4,50,43,satisfied
Loyal Customer,Business,Female,48,Business travel,2519,4,0,0,satisfied
Loyal Customer,Business,Male,58,Business travel,888,4,0,0,satisfied
Loyal Customer,Business,Female,36,Business travel,1891,4,0,5,satisfied
Loyal Customer,Eco,Female,50,Business travel,1587,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,54,Business travel,296,2,43,38,neutral or dissatisfied
Loyal Customer,Eco,Female,37,Business travel,867,3,3,0,satisfied
Loyal Customer,Business,Male,39,Business travel,2585,3,3,0,satisfied
Loyal Customer,Business,Female,42,Business travel,1924,3,0,0,satisfied
Loyal Customer,Eco Plus,Male,38,Personal Travel,1535,3,11,24,neutral or dissatisfied
Loyal Customer,Eco,Female,35,Business travel,937,5,0,0,satisfied
Loyal Customer,Eco,Male,33,Personal Travel,237,4,16,9,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,3754,1,1,19,neutral or dissatisfied
Loyal Customer,Eco,Male,25,Personal Travel,192,3,26,12,neutral or dissatisfied
Loyal Customer,Business,Male,31,Personal Travel,1013,2,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,37,Business travel,370,4,0,2,neutral or dissatisfied
Loyal Customer,Eco,Female,42,Personal Travel,1751,3,84,78,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,3959,5,60,70,satisfied
Loyal Customer,Business,Male,55,Business travel,2948,5,0,0,satisfied
Loyal Customer,Eco,Female,21,Personal Travel,1514,5,35,22,neutral or dissatisfied
disloyal Customer,Eco,Male,25,Business travel,1050,3,44,43,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,1734,3,0,0,satisfied
Loyal Customer,Eco Plus,Female,57,Personal Travel,474,4,6,0,neutral or dissatisfied
disloyal Customer,Business,Male,39,Business travel,337,5,78,90,neutral or dissatisfied
Loyal Customer,Eco,Male,64,Business travel,109,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,60,Personal Travel,224,3,21,11,neutral or dissatisfied
Loyal Customer,Business,Female,35,Business travel,1993,3,136,184,satisfied
Loyal Customer,Eco,Female,44,Personal Travel,152,3,35,35,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,989,5,0,0,satisfied
Loyal Customer,Business,Male,54,Business travel,954,1,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,18,Business travel,368,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,22,Personal Travel,762,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,14,Personal Travel,351,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,16,Business travel,1097,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,38,Business travel,387,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,67,Personal Travel,237,3,12,4,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,2223,3,1,0,satisfied
Loyal Customer,Eco,Female,69,Personal Travel,1797,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,27,Personal Travel,80,1,9,17,neutral or dissatisfied
disloyal Customer,Eco,Male,21,Business travel,576,5,200,208,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,482,5,0,3,satisfied
disloyal Customer,Business,Male,37,Business travel,770,3,14,17,neutral or dissatisfied
Loyal Customer,Business,Male,36,Business travel,230,3,20,14,neutral or dissatisfied
Loyal Customer,Business,Female,44,Business travel,120,5,0,0,satisfied
Loyal Customer,Eco,Female,39,Personal Travel,936,5,1,0,neutral or dissatisfied
Loyal Customer,Eco,Male,45,Personal Travel,289,4,0,0,satisfied
Loyal Customer,Business,Male,53,Business travel,808,5,5,12,satisfied
Loyal Customer,Business,Male,52,Business travel,472,4,48,36,satisfied
Loyal Customer,Eco,Male,29,Personal Travel,912,5,5,0,neutral or dissatisfied
Loyal Customer,Business,Female,22,Business travel,1212,1,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,39,Business travel,1303,3,0,0,satisfied
disloyal Customer,Business,Male,25,Business travel,583,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,1127,3,0,0,satisfied
Loyal Customer,Eco,Male,58,Business travel,335,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,39,Personal Travel,731,3,4,0,neutral or dissatisfied
Loyal Customer,Eco,Female,49,Business travel,163,1,0,0,satisfied
Loyal Customer,Eco,Male,53,Personal Travel,788,4,0,13,neutral or dissatisfied
Loyal Customer,Eco,Female,18,Business travel,1046,4,0,0,satisfied
Loyal Customer,Eco,Female,31,Business travel,110,4,0,7,satisfied
disloyal Customer,Eco,Female,23,Business travel,427,4,0,5,satisfied
Loyal Customer,Eco,Male,55,Business travel,1121,4,105,95,satisfied
Loyal Customer,Eco,Female,38,Business travel,358,4,0,0,satisfied
Loyal Customer,Business,Male,76,Business travel,890,5,0,0,satisfied
Loyal Customer,Eco,Female,9,Personal Travel,721,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,59,Personal Travel,787,5,11,0,satisfied
Loyal Customer,Eco,Male,33,Personal Travel,936,4,1,25,neutral or dissatisfied
Loyal Customer,Eco,Female,68,Personal Travel,667,3,0,0,satisfied
Loyal Customer,Eco,Male,68,Personal Travel,1183,3,37,80,neutral or dissatisfied
Loyal Customer,Eco,Male,9,Personal Travel,569,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,36,Business travel,547,1,1,0,neutral or dissatisfied
Loyal Customer,Eco,Female,36,Business travel,241,1,31,15,neutral or dissatisfied
Loyal Customer,Business,Female,37,Business travel,3144,3,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,2158,5,0,0,satisfied
Loyal Customer,Business,Male,44,Business travel,1814,4,0,0,satisfied
Loyal Customer,Business,Male,48,Business travel,316,4,0,0,satisfied
Loyal Customer,Eco,Female,23,Business travel,946,3,30,25,satisfied
disloyal Customer,Eco Plus,Female,58,Business travel,265,4,0,3,neutral or dissatisfied
Loyal Customer,Business,Male,25,Business travel,283,5,16,22,satisfied
disloyal Customer,Business,Male,21,Business travel,802,5,122,105,satisfied
Loyal Customer,Business,Female,43,Business travel,2290,3,0,0,satisfied
Loyal Customer,Eco,Female,40,Business travel,363,4,0,0,satisfied
Loyal Customer,Business,Female,56,Business travel,1669,3,82,78,satisfied
Loyal Customer,Eco,Female,42,Personal Travel,997,4,4,19,neutral or dissatisfied
Loyal Customer,Eco,Female,68,Business travel,2475,1,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,21,Business travel,370,5,1,0,satisfied
disloyal Customer,Eco,Female,38,Business travel,1290,4,1,0,neutral or dissatisfied
Loyal Customer,Business,Male,37,Personal Travel,594,1,0,11,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,2381,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,1574,4,30,38,satisfied
disloyal Customer,Business,Female,22,Business travel,134,4,0,5,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,1310,4,0,0,satisfied
Loyal Customer,Business,Male,36,Business travel,2162,1,14,1,neutral or dissatisfied
Loyal Customer,Eco,Female,47,Personal Travel,239,5,0,4,neutral or dissatisfied
Loyal Customer,Eco,Male,8,Personal Travel,1452,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,1523,3,0,0,satisfied
Loyal Customer,Eco,Female,70,Personal Travel,526,3,9,0,neutral or dissatisfied
disloyal Customer,Business,Male,28,Business travel,1849,5,13,9,neutral or dissatisfied
Loyal Customer,Eco,Female,68,Personal Travel,579,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,25,Personal Travel,160,4,0,6,neutral or dissatisfied
Loyal Customer,Eco,Female,58,Business travel,550,2,0,0,satisfied
Loyal Customer,Eco,Female,43,Personal Travel,259,4,5,4,neutral or dissatisfied
Loyal Customer,Business,Female,35,Business travel,764,3,0,27,satisfied
Loyal Customer,Eco,Male,46,Personal Travel,1671,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,2179,3,0,0,satisfied
Loyal Customer,Business,Male,31,Business travel,612,4,0,0,satisfied
disloyal Customer,Eco Plus,Female,23,Business travel,697,5,0,0,satisfied
Loyal Customer,Eco Plus,Female,35,Business travel,259,4,9,8,neutral or dissatisfied
disloyal Customer,Business,Male,57,Business travel,231,3,37,31,neutral or dissatisfied
Loyal Customer,Business,Male,38,Business travel,2762,1,16,25,neutral or dissatisfied
disloyal Customer,Eco,Female,52,Business travel,802,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,20,Personal Travel,1355,4,57,45,neutral or dissatisfied
Loyal Customer,Eco,Female,43,Business travel,102,1,2,1,satisfied
Loyal Customer,Eco,Male,57,Personal Travel,236,2,1,0,neutral or dissatisfied
Loyal Customer,Eco,Male,57,Personal Travel,391,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,2814,3,0,0,satisfied
Loyal Customer,Eco Plus,Female,45,Personal Travel,1053,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,55,Business travel,2113,1,0,3,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,37,Business travel,377,1,32,13,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,1945,5,0,0,satisfied
Loyal Customer,Business,Female,49,Business travel,1620,3,0,24,satisfied
Loyal Customer,Eco,Female,7,Personal Travel,331,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,1947,4,0,0,satisfied
Loyal Customer,Eco,Female,65,Personal Travel,1390,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,31,Business travel,641,5,2,1,satisfied
disloyal Customer,Business,Female,40,Business travel,546,5,0,10,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,2095,4,5,0,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,3189,3,59,34,satisfied
disloyal Customer,Business,Male,36,Business travel,279,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,1838,3,11,0,satisfied
Loyal Customer,Eco,Male,26,Personal Travel,1235,3,0,12,neutral or dissatisfied
Loyal Customer,Business,Female,16,Business travel,528,2,1,0,satisfied
disloyal Customer,Eco,Male,38,Business travel,237,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,68,Personal Travel,1464,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,35,Business travel,569,5,90,94,satisfied
Loyal Customer,Eco Plus,Male,18,Personal Travel,1299,2,1,0,neutral or dissatisfied
Loyal Customer,Eco,Female,14,Personal Travel,990,4,8,7,neutral or dissatisfied
disloyal Customer,Eco,Male,16,Business travel,334,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,30,Business travel,2075,2,161,124,neutral or dissatisfied
Loyal Customer,Eco,Female,49,Personal Travel,1440,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,872,4,0,0,satisfied
disloyal Customer,Business,Female,44,Business travel,1164,5,10,0,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,3019,4,23,9,satisfied
Loyal Customer,Business,Male,36,Business travel,1886,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,43,Personal Travel,590,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,51,Personal Travel,164,5,0,11,satisfied
Loyal Customer,Business,Female,34,Business travel,2487,3,0,0,satisfied
Loyal Customer,Business,Female,56,Business travel,1682,4,10,5,satisfied
Loyal Customer,Eco Plus,Female,42,Personal Travel,1491,3,6,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,69,Personal Travel,1055,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,56,Business travel,759,4,10,0,satisfied
disloyal Customer,Business,Male,33,Business travel,550,3,0,8,neutral or dissatisfied
Loyal Customer,Business,Male,34,Business travel,1512,2,0,0,satisfied
Loyal Customer,Business,Male,50,Business travel,2937,4,0,0,satisfied
disloyal Customer,Eco Plus,Female,20,Business travel,337,1,14,32,neutral or dissatisfied
Loyal Customer,Eco,Female,70,Personal Travel,332,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,53,Business travel,956,1,0,0,satisfied
Loyal Customer,Business,Female,42,Business travel,1440,4,7,0,satisfied
Loyal Customer,Business,Female,26,Business travel,2355,4,0,0,satisfied
Loyal Customer,Business,Female,53,Business travel,588,4,0,0,satisfied
Loyal Customer,Eco Plus,Female,35,Personal Travel,685,2,0,10,neutral or dissatisfied
Loyal Customer,Business,Male,25,Business travel,973,3,12,0,satisfied
Loyal Customer,Business,Female,36,Business travel,2198,4,3,3,satisfied
Loyal Customer,Eco,Female,54,Business travel,368,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,3439,4,3,2,neutral or dissatisfied
Loyal Customer,Business,Male,46,Business travel,1723,5,0,0,satisfied
Loyal Customer,Eco,Female,48,Personal Travel,190,3,0,6,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,3587,3,2,2,satisfied
disloyal Customer,Business,Male,25,Business travel,282,1,0,1,neutral or dissatisfied
Loyal Customer,Eco,Female,48,Personal Travel,2777,3,0,0,satisfied
Loyal Customer,Business,Female,46,Business travel,3388,3,129,117,satisfied
Loyal Customer,Eco Plus,Male,47,Business travel,209,3,34,20,satisfied
disloyal Customer,Eco,Female,20,Business travel,368,4,16,6,neutral or dissatisfied
Loyal Customer,Business,Male,28,Business travel,2139,4,11,28,neutral or dissatisfied
Loyal Customer,Eco,Male,44,Business travel,935,4,0,1,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,1864,4,0,5,satisfied
disloyal Customer,Eco,Male,24,Business travel,677,3,7,0,neutral or dissatisfied
Loyal Customer,Business,Male,56,Business travel,2100,5,3,0,satisfied
Loyal Customer,Business,Male,63,Business travel,3570,1,121,94,neutral or dissatisfied
Loyal Customer,Business,Male,54,Business travel,1620,5,0,0,satisfied
Loyal Customer,Eco,Male,29,Personal Travel,223,4,26,31,neutral or dissatisfied
disloyal Customer,Business,Female,54,Business travel,190,5,0,0,satisfied
disloyal Customer,Eco,Male,58,Business travel,442,1,44,43,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,1235,4,0,2,satisfied
disloyal Customer,Business,Female,25,Business travel,2139,5,11,0,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,2165,4,0,0,satisfied
Loyal Customer,Eco,Female,14,Personal Travel,236,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,21,Personal Travel,390,3,44,42,neutral or dissatisfied
Loyal Customer,Business,Male,39,Business travel,726,4,0,0,satisfied
Loyal Customer,Eco,Female,69,Personal Travel,507,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,64,Personal Travel,1749,2,182,197,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,1505,4,16,15,satisfied
Loyal Customer,Business,Male,39,Business travel,2081,4,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,2145,5,0,0,satisfied
disloyal Customer,Eco,Male,20,Business travel,853,5,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,17,Business travel,338,3,0,0,satisfied
Loyal Customer,Eco,Female,49,Personal Travel,101,4,0,0,satisfied
disloyal Customer,Eco Plus,Female,42,Business travel,223,5,32,21,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,605,3,11,0,satisfied
disloyal Customer,Business,Female,27,Business travel,1101,1,0,2,satisfied
Loyal Customer,Business,Female,27,Business travel,3076,3,68,67,satisfied
disloyal Customer,Business,Female,29,Business travel,821,5,0,0,satisfied
Loyal Customer,Eco,Female,54,Business travel,1542,1,14,45,satisfied
disloyal Customer,Eco,Male,23,Business travel,448,1,78,70,neutral or dissatisfied
Loyal Customer,Eco,Male,37,Personal Travel,1055,3,21,21,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,43,Personal Travel,414,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,21,Business travel,214,5,2,8,satisfied
